work_year,experience_level,employment_type,job_title,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,salary
2023,SE,FT,Data Engineer,USD,94300,US,0,US,M,94300
2023,SE,FT,Analytics Engineer,USD,152500,US,0,US,M,152500
2023,SE,FT,Analytics Engineer,USD,116450,US,0,US,M,116450
2023,SE,FT,Data Engineer,USD,247300,US,0,US,M,247300
2023,SE,FT,Data Engineer,USD,133800,US,0,US,M,133800
2023,SE,FT,Research Engineer,USD,203000,US,0,US,M,203000
2023,SE,FT,Research Engineer,USD,133000,US,0,US,M,133000
2023,EN,FT,Research Scientist,USD,220000,US,50,US,L,220000
2022,EN,FT,Machine Learning Engineer,CHF,56536,CH,100,CH,S,54000
2023,SE,FT,Data Scientist,USD,150000,US,0,US,M,150000
2023,SE,FT,Data Scientist,USD,120000,US,0,US,M,120000
2023,SE,FT,Analytics Engineer,USD,289800,US,0,US,M,289800
2023,SE,FT,Analytics Engineer,USD,214000,US,0,US,M,214000
2023,SE,FT,Analytics Engineer,USD,179820,US,0,US,M,179820
2023,SE,FT,Analytics Engineer,USD,143860,US,0,US,M,143860
2023,SE,FT,Machine Learning Engineer,USD,283200,US,100,US,M,283200
2023,SE,FT,Machine Learning Engineer,USD,188800,US,100,US,M,188800
2023,SE,FT,Analytics Engineer,USD,289800,US,0,US,M,289800
2023,SE,FT,Analytics Engineer,USD,214200,US,0,US,M,214200
2023,SE,FT,Data Engineer,USD,185900,US,0,US,M,185900
2023,SE,FT,Data Engineer,USD,129300,US,0,US,M,129300
2023,SE,FT,Data Engineer,USD,252000,US,0,US,M,252000
2023,SE,FT,Data Engineer,USD,129000,US,0,US,M,129000
2023,MI,FT,Data Analytics Manager,USD,155000,US,0,US,M,155000
2023,MI,FT,Data Analytics Manager,USD,140000,US,0,US,M,140000
2023,SE,FT,Data Engineer,USD,161800,US,100,US,M,161800
2023,SE,FT,Data Engineer,USD,141600,US,100,US,M,141600
2023,SE,FT,Machine Learning Engineer,USD,342300,US,0,US,L,342300
2023,SE,FT,Machine Learning Engineer,USD,176100,US,0,US,L,176100
2023,MI,FT,Data Engineer,USD,100000,US,100,US,M,100000
2023,MI,FT,Data Engineer,USD,70000,US,100,US,M,70000
2023,EN,FT,Data Engineer,USD,85000,US,0,US,M,85000
2023,EN,FT,Data Engineer,USD,65000,US,0,US,M,65000
2023,SE,FT,Data Scientist,USD,138784,US,100,US,M,138784
2023,SE,FT,Data Scientist,USD,83270,US,100,US,M,83270
2023,EN,FT,Data Analyst,USD,75000,US,0,US,M,75000
2023,EN,FT,Data Analyst,USD,70000,US,0,US,M,70000
2023,SE,FT,Data Analyst,USD,204500,US,0,US,M,204500
2023,SE,FT,Data Analyst,USD,138900,US,0,US,M,138900
2023,SE,FT,Machine Learning Engineer,USD,318300,US,100,US,M,318300
2023,SE,FT,Machine Learning Engineer,USD,212200,US,100,US,M,212200
2023,SE,FT,Data Engineer,USD,95000,US,100,US,M,95000
2023,SE,FT,Data Engineer,USD,75000,US,100,US,M,75000
2023,SE,FT,Data Scientist,USD,195000,US,0,US,M,195000
2023,SE,FT,Data Scientist,USD,160000,US,0,US,M,160000
2023,SE,FT,Analytics Engineer,USD,230000,US,0,US,M,230000
2023,SE,FT,Analytics Engineer,USD,143200,US,0,US,M,143200
2023,MI,FT,Data Engineer,USD,100000,US,100,US,M,100000
2023,MI,FT,Data Engineer,USD,70000,US,100,US,M,70000
2023,MI,FT,Business Data Analyst,USD,105000,US,50,US,L,105000
2023,MI,FT,Applied Data Scientist,INR,20670,IN,100,IN,L,1700000
2023,MI,FT,Data Analyst,GBP,46178,GB,0,GB,M,38000
2023,MI,FT,Data Analyst,GBP,42533,GB,0,GB,M,35000
2023,SE,FT,Data Engineer,USD,145000,US,0,US,M,145000
2023,SE,FT,Data Engineer,USD,115000,US,0,US,M,115000
2023,SE,FT,Data Analyst,USD,168400,US,0,US,M,168400
2023,SE,FT,Data Analyst,USD,105200,US,0,US,M,105200
2023,SE,FT,Applied Scientist,USD,309400,US,0,US,L,309400
2023,SE,FT,Applied Scientist,USD,159100,US,0,US,L,159100
2023,SE,FT,Machine Learning Engineer,USD,190000,US,0,US,M,190000
2023,SE,FT,Machine Learning Engineer,USD,150000,US,0,US,M,150000
2023,MI,FT,Data Engineer,USD,162500,US,0,US,M,162500
2023,MI,FT,Data Engineer,USD,130000,US,0,US,M,130000
2023,SE,FT,Analytics Engineer,USD,150000,US,100,US,M,150000
2023,SE,FT,Analytics Engineer,USD,120000,US,100,US,M,120000
2023,SE,FT,Data Engineer,USD,145000,US,0,US,M,145000
2023,SE,FT,Data Engineer,USD,120000,US,0,US,M,120000
2023,SE,FT,Applied Scientist,USD,222200,US,0,US,L,222200
2023,SE,FT,Applied Scientist,USD,136000,US,0,US,L,136000
2023,SE,FT,Data Analyst,GBP,54685,CF,100,CF,M,45000
2023,SE,FT,Data Analyst,GBP,42533,CF,100,CF,M,35000
2023,SE,FT,Data Engineer,USD,241000,US,0,US,M,241000
2023,SE,FT,Data Engineer,USD,155000,US,0,US,M,155000
2023,SE,FT,Data Engineer,USD,220000,US,100,US,M,220000
2023,SE,FT,Data Engineer,USD,190000,US,100,US,M,190000
2023,MI,FT,Data Scientist,GBP,66837,GB,0,GB,M,55000
2023,MI,FT,Data Scientist,GBP,54685,GB,0,GB,M,45000
2020,EX,FT,Staff Data Analyst,USD,15000,NG,0,CA,M,15000
2023,MI,FT,ETL Engineer,GBP,85066,GB,100,GB,M,70000
2023,MI,FT,ETL Engineer,GBP,57723,GB,100,GB,M,47500
2023,EN,FT,Data Analyst,USD,85000,US,100,US,M,85000
2023,EN,FT,Data Analyst,USD,75000,US,100,US,M,75000
2023,SE,FT,Data Engineer,USD,160000,US,0,US,M,160000
2023,SE,FT,Data Engineer,USD,140000,US,0,US,M,140000
2023,MI,FT,Machine Learning Engineer,USD,300000,US,0,US,M,300000
2023,MI,FT,Machine Learning Engineer,USD,250000,US,0,US,M,250000
2023,SE,FT,Data Scientist,USD,228000,US,0,US,M,228000
2023,SE,FT,Data Scientist,USD,186000,US,0,US,M,186000
2023,SE,FT,Data Scientist,USD,190000,US,0,US,M,190000
2023,SE,FT,Data Scientist,USD,170000,US,0,US,M,170000
2023,MI,FT,Research Engineer,USD,230000,US,0,US,M,230000
2023,MI,FT,Research Engineer,USD,200000,US,0,US,M,200000
2023,SE,FT,Data Architect,USD,180000,US,100,US,M,180000
2023,SE,FT,Data Architect,USD,115000,US,100,US,M,115000
2023,SE,FT,Data Architect,USD,200000,US,100,US,M,200000
2023,SE,FT,Data Architect,USD,115000,US,100,US,M,115000
2023,SE,FT,Data DevOps Engineer,EUR,53654,FR,50,FR,S,50000
2023,EX,FT,Data Engineer,USD,220000,US,0,US,M,220000
2023,EX,FT,Data Engineer,USD,205000,US,0,US,M,205000
2023,MI,FT,Data Engineer,USD,180000,US,0,US,M,180000
2023,MI,FT,Data Engineer,USD,130000,US,0,US,M,130000
2023,SE,FT,Data Engineer,USD,200000,US,100,US,M,200000
2023,SE,FT,Data Engineer,USD,150000,US,100,US,M,150000
2023,SE,FT,Computer Vision Engineer,USD,215000,US,0,US,M,215000
2023,SE,FT,Computer Vision Engineer,USD,170000,US,0,US,M,170000
2023,SE,FT,Machine Learning Engineer,USD,247500,US,0,US,M,247500
2023,SE,FT,Machine Learning Engineer,USD,172200,US,0,US,M,172200
2023,SE,FT,Data Scientist,USD,224000,CA,0,CA,M,224000
2023,SE,FT,Data Scientist,USD,176000,CA,0,CA,M,176000
2023,SE,FT,Data Analyst,USD,120000,US,100,US,M,120000
2023,SE,FT,Data Analyst,USD,75000,US,100,US,M,75000
2023,EN,FT,Data Engineer,INR,17022,IN,100,IN,L,1400000
2023,SE,FT,Applied Data Scientist,AUD,68318,AU,100,FI,M,100000
2023,MI,FT,AI Developer,SGD,75020,FI,0,FI,M,100000
2023,SE,FT,Data Analyst,USD,140000,US,0,US,M,140000
2023,SE,FT,Data Analyst,USD,120000,US,0,US,M,120000
2023,SE,FT,Data Engineer,USD,128000,US,0,US,M,128000
2023,SE,FT,Data Engineer,USD,81500,US,0,US,M,81500
2023,SE,FT,Data Engineer,USD,145000,US,0,US,M,145000
2023,SE,FT,Data Engineer,USD,115000,US,0,US,M,115000
2023,SE,FT,Data Engineer,USD,185000,US,0,US,M,185000
2023,SE,FT,Data Engineer,USD,140000,US,0,US,M,140000
2023,EX,FT,Head of Data,USD,329500,US,0,US,M,329500
2023,EX,FT,Head of Data,USD,269600,US,0,US,M,269600
2023,SE,FT,Data Quality Analyst,USD,100000,US,0,US,M,100000
2023,SE,FT,Data Quality Analyst,USD,80000,US,0,US,M,80000
2023,SE,FT,Data Scientist,USD,250000,US,0,US,M,250000
2023,SE,FT,Data Scientist,USD,162500,US,0,US,M,162500
2023,MI,FT,AI Developer,USD,200000,US,100,US,M,200000
2023,SE,FT,Data Engineer,USD,145000,US,0,US,M,145000
2023,SE,FT,Data Engineer,USD,100000,US,0,US,M,100000
2023,EX,FT,Data Engineer,USD,145000,US,0,US,M,145000
2023,EX,FT,Data Engineer,USD,115000,US,0,US,M,115000
2023,SE,FT,Data Scientist,USD,203500,US,0,US,M,203500
2023,SE,FT,Data Scientist,USD,152000,US,0,US,M,152000
2023,SE,FT,Data Scientist,USD,239000,US,0,US,L,239000
2023,SE,FT,Data Scientist,USD,122900,US,0,US,L,122900
2023,SE,FT,Data Scientist,USD,237000,US,0,US,M,237000
2023,SE,FT,Data Scientist,USD,145000,US,0,US,M,145000
2023,SE,FT,Data Science Manager,USD,191765,US,0,US,M,191765
2023,SE,FT,Data Science Manager,USD,134236,US,0,US,M,134236
2023,SE,FT,Analytics Engineer,USD,190000,US,100,US,M,190000
2023,SE,FT,Analytics Engineer,USD,112000,US,100,US,M,112000
2022,SE,FT,Data Scientist,EUR,88256,ES,100,GB,L,84000
2023,EN,FT,Data Engineer,USD,85000,US,0,US,M,85000
2023,EN,FT,Data Engineer,USD,65000,US,0,US,M,65000
2023,SE,FT,Data Analyst,USD,135000,US,0,US,M,135000
2023,SE,FT,Data Analyst,USD,105500,US,0,US,M,105500
2023,SE,FT,Research Engineer,USD,293000,US,0,US,M,293000
2023,SE,FT,Research Engineer,USD,185000,US,0,US,M,185000
2023,SE,FT,Data Analyst,USD,80000,US,0,US,M,80000
2023,SE,FT,Data Analyst,USD,70000,US,0,US,M,70000
2023,SE,FT,Data Engineer,USD,220000,US,100,US,M,220000
2023,SE,FT,Data Engineer,USD,160000,US,100,US,M,160000
2023,SE,FT,Data Scientist,USD,175000,US,100,US,M,175000
2023,SE,FT,Data Scientist,USD,145000,US,100,US,M,145000
2023,SE,FT,Data Analyst,USD,200000,US,0,US,M,200000
2023,SE,FT,Data Analyst,USD,148500,US,0,US,M,148500
2023,SE,FT,Data Scientist,EUR,48289,ES,0,ES,M,45000
2023,SE,FT,Data Scientist,EUR,38631,ES,0,ES,M,36000
2023,SE,FT,Data Engineer,USD,240500,US,0,US,L,240500
2023,SE,FT,Data Engineer,USD,123700,US,0,US,L,123700
2023,SE,FT,Analytics Engineer,USD,152900,US,100,US,M,152900
2023,SE,FT,Analytics Engineer,USD,117100,US,100,US,M,117100
2023,SE,FT,Analytics Engineer,USD,173000,US,100,US,M,173000
2023,SE,FT,Analytics Engineer,USD,113000,US,100,US,M,113000
2023,SE,FT,Applied Scientist,USD,260000,US,0,US,L,260000
2023,SE,FT,Applied Scientist,USD,136000,US,0,US,L,136000
2023,EX,FT,Data Engineer,USD,175000,US,0,US,M,175000
2023,EX,FT,Data Engineer,USD,110000,US,0,US,M,110000
2023,SE,FT,Applied Scientist,USD,260000,US,0,US,L,260000
2023,SE,FT,Applied Scientist,USD,136000,US,0,US,L,136000
2023,SE,FT,Research Scientist,USD,130000,US,100,US,M,130000
2023,SE,FT,Research Scientist,USD,110000,US,100,US,M,110000
2023,SE,FT,Applied Scientist,USD,205000,US,100,US,M,205000
2023,SE,FT,Applied Scientist,USD,184000,US,100,US,M,184000
2023,SE,FT,Data Analyst,USD,149500,US,100,US,M,149500
2023,SE,FT,Data Analyst,USD,127075,US,100,US,M,127075
2023,SE,FT,Data Scientist,USD,195000,US,0,US,M,195000
2023,SE,FT,Data Scientist,USD,160000,US,0,US,M,160000
2023,SE,FT,Data Engineer,USD,219535,US,100,US,M,219535
2023,SE,FT,Data Engineer,USD,146115,US,100,US,M,146115
2023,SE,FT,Data Scientist,USD,170000,US,0,US,M,170000
2023,SE,FT,Data Scientist,USD,135000,US,0,US,M,135000
2023,SE,FT,Data Scientist,USD,175000,US,100,US,M,175000
2023,SE,FT,Data Scientist,USD,145000,US,100,US,M,145000
2023,SE,FT,Data Scientist,USD,199000,US,0,US,M,199000
2023,SE,FT,Data Scientist,USD,162000,US,0,US,M,162000
2023,SE,FT,Applied Scientist,USD,222200,US,0,US,L,222200
2023,SE,FT,Applied Scientist,USD,136000,US,0,US,L,136000
2023,EX,FT,Analytics Engineer,USD,221000,US,100,US,M,221000
2023,EX,FT,Analytics Engineer,USD,153000,US,100,US,M,153000
2023,SE,FT,Data Analyst,USD,187000,US,0,US,M,187000
2023,SE,FT,Data Analyst,USD,128000,US,0,US,M,128000
2023,SE,FT,Research Scientist,USD,210000,US,0,US,M,210000
2023,SE,FT,Research Scientist,USD,136000,US,0,US,M,136000
2023,SE,FT,Data Scientist,USD,175000,US,100,US,M,175000
2023,SE,FT,Data Scientist,USD,100000,US,100,US,M,100000
2023,SE,FT,Data Engineer,USD,179000,US,0,US,M,179000
2023,SE,FT,Data Engineer,USD,109000,US,0,US,M,109000
2023,SE,FT,Data Scientist,USD,245000,US,0,US,M,245000
2023,SE,FT,Data Scientist,USD,180000,US,0,US,M,180000
2023,SE,FT,Data Analyst,USD,142000,US,100,US,M,142000
2023,SE,FT,Data Analyst,USD,75000,US,100,US,M,75000
2023,SE,FT,Data Manager,USD,198800,US,0,US,M,198800
2023,SE,FT,Data Manager,USD,105200,US,0,US,M,105200
2023,SE,FT,Data Analyst,USD,125000,US,100,US,M,125000
2023,SE,FT,Data Analyst,USD,112000,US,100,US,M,112000
2023,SE,FT,Data Scientist,USD,210000,US,0,US,M,210000
2023,SE,FT,Data Scientist,USD,155000,US,0,US,M,155000
2023,SE,FT,Data Manager,USD,115000,US,100,US,M,115000
2023,SE,FT,Data Manager,USD,86000,US,100,US,M,86000
2023,SE,FT,Data Scientist,USD,165000,US,0,US,M,165000
2023,SE,FT,Data Scientist,USD,140000,US,0,US,M,140000
2023,SE,FT,Data Analyst,USD,139000,US,0,US,M,139000
2023,SE,FT,Data Analyst,USD,106000,US,0,US,M,106000
2023,EN,FT,Data Analyst,CAD,40663,CA,0,CA,L,55000
2022,SE,FT,AI Developer,USD,275000,CA,0,CA,S,275000
2023,SE,FL,Machine Learning Researcher,USD,50000,UA,50,UA,S,50000
2023,MI,FT,Machine Learning Engineer,USD,280700,US,100,US,M,280700
2023,MI,FT,Machine Learning Engineer,USD,150450,US,100,US,M,150450
2023,EN,FT,Data Scientist,CAD,51753,CA,100,CA,L,70000
2023,SE,FT,Data Architect,USD,250500,US,0,US,M,250500
2023,SE,FT,Data Architect,USD,159500,US,0,US,M,159500
2023,SE,FT,Data Engineer,USD,145000,US,0,US,M,145000
2023,SE,FT,Data Engineer,USD,115000,US,0,US,M,115000
2023,SE,FT,Data Analyst,USD,140000,US,0,US,M,140000
2023,SE,FT,Data Analyst,USD,120000,US,0,US,M,120000
2023,EN,FT,Data Scientist,USD,130001,US,100,US,M,130001
2023,EN,FT,Data Scientist,USD,71907,US,100,US,M,71907
2023,MI,FT,Data Scientist,USD,93918,US,100,US,M,93918
2023,MI,FT,Data Scientist,USD,51962,US,100,US,M,51962
2023,SE,FT,Data Analyst,USD,175000,CA,100,CA,M,175000
2023,SE,FT,Data Analyst,USD,135000,CA,100,CA,M,135000
2023,EN,FT,Data Engineer,USD,85000,US,0,US,M,85000
2023,EN,FT,Data Engineer,USD,65000,US,0,US,M,65000
2023,SE,FT,Machine Learning Engineer,USD,257000,US,0,US,M,257000
2023,SE,FT,Machine Learning Engineer,USD,147000,US,0,US,M,147000
2023,SE,FT,Data Engineer,USD,222000,US,100,US,M,222000
2023,SE,FT,Data Engineer,USD,175000,US,100,US,M,175000
2023,SE,FT,Data Scientist,USD,203000,US,100,US,M,203000
2023,SE,FT,Data Scientist,USD,133200,US,100,US,M,133200
2023,EN,FT,Applied Scientist,USD,213660,US,0,US,L,213660
2023,EN,FT,Applied Scientist,USD,130760,US,0,US,L,130760
2023,SE,FT,Data Engineer,USD,221000,US,0,US,M,221000
2023,SE,FT,Data Engineer,USD,147000,US,0,US,M,147000
2023,SE,FT,Data Quality Analyst,USD,100000,US,0,US,M,100000
2023,SE,FT,Data Quality Analyst,USD,80000,US,0,US,M,80000
2023,SE,FT,Data Scientist,USD,185900,US,0,US,M,185900
2023,SE,FT,Data Scientist,USD,129300,US,0,US,M,129300
2023,SE,FT,Data Scientist,USD,238000,US,100,US,M,238000
2023,SE,FT,Data Scientist,USD,156000,US,100,US,M,156000
2023,SE,FT,Machine Learning Engineer,USD,304000,US,100,US,M,304000
2023,SE,FT,Machine Learning Engineer,USD,199000,US,100,US,M,199000
2023,MI,FT,Big Data Engineer,EUR,48289,ES,100,ES,M,45000
2023,SE,FT,Data Engineer,USD,150000,US,0,US,M,150000
2023,SE,FT,Data Engineer,USD,130000,US,0,US,M,130000
2023,SE,FT,Data Scientist,USD,140000,US,100,US,M,140000
2023,SE,FT,Data Scientist,USD,110000,US,100,US,M,110000
2023,MI,FT,Data Analyst,USD,90000,US,0,US,M,90000
2023,MI,FT,Data Analyst,USD,75000,US,0,US,M,75000
2023,MI,FT,Research Scientist,GBP,195895,GB,0,GB,M,161200
2023,MI,FT,Research Scientist,GBP,102772,GB,0,GB,M,84570
2023,SE,FT,Data Engineer,USD,240000,US,0,US,M,240000
2023,SE,FT,Data Engineer,USD,183600,US,0,US,M,183600
2023,MI,FT,Data Specialist,USD,130000,US,0,US,M,130000
2023,MI,FT,Data Specialist,USD,80000,US,0,US,M,80000
2023,SE,FT,Data Engineer,USD,250000,US,0,US,M,250000
2023,SE,FT,Data Engineer,USD,150000,US,0,US,M,150000
2023,SE,FT,Data Analytics Manager,USD,160000,US,100,US,M,160000
2023,SE,FT,Data Analytics Manager,USD,120000,US,100,US,M,120000
2023,SE,FT,Machine Learning Engineer,USD,289076,US,0,US,M,289076
2023,SE,FT,Machine Learning Engineer,USD,202353,US,0,US,M,202353
2023,SE,FT,Data Engineer,USD,145000,US,0,US,M,145000
2023,SE,FT,Data Engineer,USD,120000,US,0,US,M,120000
2023,SE,FT,Data Analyst,USD,155000,US,0,US,M,155000
2023,SE,FT,Data Analyst,USD,106000,US,0,US,M,106000
2023,SE,FT,Data Engineer,USD,200000,US,0,US,M,200000
2023,SE,FT,Data Engineer,USD,160000,US,0,US,M,160000
2023,SE,FT,Data Scientist,USD,157750,US,100,US,M,157750
2023,SE,FT,Data Scientist,USD,104650,US,100,US,M,104650
2023,MI,FT,Data Scientist,USD,180000,US,100,US,M,180000
2023,MI,FT,Data Scientist,USD,140000,US,100,US,M,140000
2023,EX,FT,Data Scientist,USD,200000,US,0,US,M,200000
2023,EX,FT,Data Scientist,USD,145000,US,0,US,M,145000
2023,MI,FT,Lead Data Analyst,USD,68000,US,0,US,L,68000
2023,EN,FT,BI Data Engineer,USD,60000,US,100,US,M,60000
2023,SE,FT,Data Scientist,EUR,48289,ES,0,ES,M,45000
2023,SE,FT,Data Scientist,EUR,38631,ES,0,ES,M,36000
2023,EN,FT,Data Engineer,USD,85000,US,0,US,M,85000
2023,EN,FT,Data Engineer,USD,65000,US,0,US,M,65000
2023,MI,FT,Data Engineer,USD,125000,US,0,US,M,125000
2023,MI,FT,Data Engineer,USD,90000,US,0,US,M,90000
2023,SE,FT,Data Analyst,USD,105000,US,100,US,M,105000
2023,SE,FT,Data Analyst,USD,90000,US,100,US,M,90000
2023,SE,FT,Analytics Engineer,USD,179820,US,0,US,M,179820
2023,SE,FT,Analytics Engineer,USD,143860,US,0,US,M,143860
2023,SE,FT,Data Analyst,USD,135000,US,0,US,M,135000
2023,SE,FT,Data Analyst,USD,105500,US,0,US,M,105500
2023,EN,FT,Research Engineer,USD,155000,US,0,US,M,155000
2023,EN,FT,Research Engineer,USD,125000,US,0,US,M,125000
2023,SE,FT,Machine Learning Engineer,USD,241000,US,0,US,M,241000
