Age,Gender,Race,Featurs
15,0,1,224.70723058386403
15,0,1,224.1190490056942
15,0,1,215.72861388693235
15,0,1,258.22561899911057
15,0,1,237.42315910511098
15,0,1,235.121999670558
15,0,2,205.1563158129896
15,1,0,217.47555979269197
15,1,0,219.06032745040602
15,1,1,251.3075908730729
15,1,1,215.16721391862765
15,1,1,240.4613962369619
15,1,1,213.57680923292256
15,1,1,249.616222517107
15,1,1,235.87729602150768
15,1,2,235.5680958709509
15,1,3,232.1431800137171
16,0,0,219.24240592548298
16,0,0,197.7355820284046
16,0,0,246.5222954680163
16,0,0,239.89937151487663
16,0,0,219.97230305720072
16,0,1,261.1911832765388
16,0,1,253.29834771834498
16,0,1,225.65479833953356
16,0,1,267.40912987470193
16,0,2,232.85384886217554
16,0,3,254.46652170452387
16,1,0,271.81648924548665
16,1,0,250.7703568269979
16,1,0,223.59885070228307
16,1,0,250.5309509950031
16,1,0,233.81622159948228
16,1,1,236.99547359990055
16,1,1,264.38087689456097
16,1,1,246.16914397802753
16,1,1,262.27847839837995
16,1,1,254.76849236787876
16,1,1,248.90911034054687
16,1,1,255.47761690135232
16,1,1,235.76331736507439
16,1,1,241.6123838473392
16,1,1,249.27045878582229
16,1,2,213.3075926198105
17,0,0,215.41213161783963
17,0,0,191.05676565886367
17,0,0,226.14418411334358
17,0,0,247.58343516770248
17,0,0,234.37051202840104
17,0,0,223.0846098064215
17,0,0,229.10452909527677
17,0,0,245.64262537743986
17,0,0,198.73927863877464
17,0,1,231.8004472858055
17,0,1,215.4107847787575
17,0,1,227.8785061054036
17,0,1,219.53955118031698
17,0,1,235.2964060851095
17,0,1,252.6120290363843
17,0,1,265.9565415516519
17,0,1,258.3544848790222
17,0,1,234.13138942650022
17,0,1,235.66867132595172
17,0,1,219.39015379700044
17,0,1,235.54784560749496
17,0,1,234.5470898015364
17,0,1,210.37633717003487
17,0,1,275.24564244875097
17,0,3,217.59683904861527
17,0,3,212.53893402165122
17,1,0,264.525816378792
17,1,0,227.25037723587894
17,1,0,234.89371369654583
17,1,1,261.5376999335656
17,1,1,235.04223523417738
17,1,1,235.2611654423007
17,1,1,223.71176121519045
17,1,1,195.61808925597023
17,1,1,244.6836898779328
17,1,1,257.0479060523387
17,1,1,259.20075796848414
17,1,1,223.71176121519045
17,1,1,231.96958212193107
17,1,1,256.75547789419375
17,1,1,237.95701536693605
17,1,1,248.3189373876333
17,1,1,242.84994070564497
17,1,1,246.19148301813306
17,1,1,230.6174553382091
17,1,1,247.4368932954923
17,1,3,226.5608964631393
17,1,4,226.8623934022238
18,0,0,239.9975715448754
18,0,0,232.92464365470133
18,0,0,244.23343809108695
18,0,0,229.01559161583754
18,0,0,227.69012122395773
18,0,0,236.72128770003297
18,0,0,231.51811337122416
18,0,0,229.0036177091165
18,0,0,245.23186114071225
18,0,0,207.43377320034494
18,0,0,263.7850993264949
18,0,0,229.5497427224044
18,0,1,219.26735651095458
18,0,1,250.30235391366728
18,0,1,245.95635808117532
18,0,1,225.15958722383223
18,0,1,254.27694181425278
18,0,1,242.31203339555458
18,0,1,233.0728393376853
18,0,1,248.01693759037857
18,0,1,221.71291327741818
18,0,1,210.00061265954096
18,0,1,234.3378265569561
18,0,1,223.6994736957899
18,0,1,226.2187250275983
18,0,1,223.94056343764356
18,0,1,219.91438560776527
18,0,1,243.28793867124278
18,0,1,232.16085407524776
18,0,1,236.13915418065918
18,0,2,238.5553126936839
18,0,2,214.55053443611922
18,0,3,238.84256004105933
18,0,3,246.082054229099
18,0,3,261.59340568724474
18,1,0,246.30552847375458
18,1,0,218.3679538330965
18,1,0,244.75760839460608
18,1,0,234.17555747580442
18,1,0,210.57962032235207
18,1,0,241.1634386216615
18,1,0,234.83416446879704
18,1,0,263.48278913351714
18,1,0,265.6970580995562
18,1,0,235.75226293676468
18,1,0,219.21871580848517
18,1,0,199.7425019194418
18,1,0,243.3328399618195
18,1,0,250.731405584547
18,1,0,249.00254953850032
18,1,1,176.2443710376659
18,1,1,251.3037945699013
18,1,1,249.15465800087298
18,1,1,249.1011330039909
18,1,1,231.88029863476595
18,1,1,221.0061468687483
18,1,1,240.33272343116207
18,1,1,260.2544465090099
18,1,1,223.47351674348158
18,1,1,242.6786558594123
18,1,1,234.79482730826186
18,1,1,233.59100042129592
18,1,1,257.45971838628896
18,1,1,226.73918585454427
18,1,1,249.61065639902472
18,1,2,208.69941176494746
18,1,3,244.14657445131098
18,1,3,199.8401119422851
18,1,4,224.0257338173104
18,1,4,236.37223853159577
18,1,4,260.29281958260157
18,1,4,248.57329601272878
19,0,0,195.23116254453822
19,0,0,220.76171476822782
19,0,0,236.195830277125
19,0,0,249.42269989020912
19,0,0,251.40231303279833
19,0,0,237.29917435906907
19,0,0,238.61540070453117
19,0,0,267.95420784746705
19,0,1,236.37464940513473
19,0,1,227.79036302099985
19,0,1,219.41063830600277
19,0,1,215.64366740399913
19,0,1,198.87476660252617
19,0,1,193.94078627455
19,0,1,272.0075991038498
19,0,2,183.47339178596732
19,0,4,214.60328644346328
19,1,0,223.4128543078408
19,1,0,226.72532390172486
19,1,0,247.17701385556182
19,1,0,258.44653657934316
19,1,0,242.92230819576923
19,1,0,229.57920464929987
19,1,1,256.01889749472053
19,1,1,250.28904181804893
19,1,1,234.67668962445293
19,1,1,226.76503561748382
19,1,1,239.72961647231944
19,1,1,249.63418846286015
19,1,1,268.30497164303233
19,1,2,208.79802826898865
19,1,2,207.7463324050131
1,0,0,244.95994886801856
1,0,0,240.0807990259475
1,0,1,242.10179865214042
1,0,2,237.54898731514908
1,0,2,243.81119570410917
1,1,0,231.7797250838545
1,1,0,231.55530895213082
1,1,2,229.20379866194418
1,1,4,194.80682041699328
1,1,4,253.2148509997104
20,0,0,231.34753993080437
20,0,0,225.16310608234772
20,0,0,240.6505287570498
20,0,0,209.76528764103415
20,0,0,229.71371508676867
20,0,0,239.69583443584426
20,0,0,240.62512767647493
20,0,0,231.54179963452978
20,0,0,233.89255071534132
20,0,0,245.77751042447414
20,0,0,234.96696804306185
20,0,0,242.58623786171702
20,0,0,261.27680029567057
20,0,0,176.9408627896756
20,0,0,232.78109962385912
20,0,0,231.21283148831094
20,0,0,250.25846752205743
20,0,0,234.90202497524461
20,0,0,245.6980277342826
20,0,0,214.02472538776084
20,0,0,195.53448159076004
20,0,0,228.80450015581243
20,0,0,175.82447448013053
20,0,0,228.16713569092136
20,0,0,215.72229883092402
20,0,0,234.984731185531
20,0,0,234.70235727777174
20,0,0,221.29626728700435
20,0,0,216.7234646789945
20,0,0,225.90708948499497
20,0,1,242.9709933185155
20,0,1,232.26179141571106
20,0,1,266.5416548635888
20,0,1,220.6894585688085
20,0,1,212.48114022945367
20,0,1,239.31588745452453
20,0,1,219.7353901682428
20,0,1,233.5525024547366
20,0,1,202.38300344206988
20,0,1,248.968453961338
20,0,1,256.30392910660044
20,0,1,233.821308616315
20,0,1,234.73817252225126
20,0,1,233.92389035800034
20,0,1,238.87045825615047
20,0,1,235.9357313525447
20,0,1,249.01696240872454
20,0,1,240.63639572700606
20,0,1,244.08378318738892
20,0,1,223.27008069829918
20,0,1,243.1526121436078
20,0,1,255.07766573604465
20,0,1,213.95962777205614
20,0,1,260.6840875848637
20,0,2,240.5994185750447
20,0,2,239.08365806193314
20,0,2,206.5942000282423
20,0,3,233.73120788927207
20,0,3,238.42134458628414
20,0,3,270.03845055094973
20,0,4,234.2001629238481
20,0,4,253.10845813656067
20,0,4,248.5874814845314
20,0,4,223.77735253528735
20,0,4,227.38563594230462
20,0,4,239.52803847574216
20,0,4,238.85274160568042
20,1,0,229.19334086579096
20,1,0,248.2741097092151
20,1,0,237.70468688035305
20,1,0,205.34443904130887
20,1,0,228.81770112675838
20,1,0,257.41715118979585
20,1,0,249.78645958298964
20,1,0,237.97644577542292
20,1,0,241.57580699048998
20,1,0,241.0460485002562
20,1,0,243.72702167327378
20,1,0,265.29288969461857
20,1,0,238.56709254253832
20,1,0,220.7872900032462
20,1,0,233.26819598477474
20,1,0,243.38710844506375
20,1,0,229.16653636882302
20,1,0,233.5073632162763
20,1,0,252.90763261127418
20,1,0,232.42670160865055
20,1,0,251.80835294540367
20,1,0,265.1735755229896
20,1,0,184.8108521083228
20,1,0,220.56898156790544
20,1,0,233.0286645352956
20,1,0,238.91581325258892
20,1,0,225.73952082955557
20,1,0,244.70471760226704
20,1,0,222.43076555475747
20,1,1,225.15822727576705
20,1,1,255.53873595465808
20,1,1,239.35519840210299
20,1,1,226.58353838809415
20,1,1,236.05552853833677
20,1,1,203.89533585010219
20,1,1,237.527915732549
20,1,1,229.68509603030517
20,1,1,246.64936538881682
20,1,1,227.33595468915928
20,1,1,232.2576421412047
20,1,1,235.24661897573964
20,1,1,224.08620078302823
20,1,1,226.2751548860449
20,1,1,234.46537781914014
20,1,1,256.6501859632866
20,1,1,259.27785966778487
20,1,1,226.8651590872241
20,1,1,225.1147562726825
20,1,1,259.9275261467156
20,1,1,212.42061075270078
20,1,1,248.30677039366321
20,1,1,241.91973054321107
20,1,1,249.07578711135508
20,1,1,236.75105355880987
20,1,1,248.03464389653112
20,1,1,260.7233129043234
20,1,1,234.910187500954
20,1,1,218.3057178074753
20,1,1,242.4284309251667
20,1,1,257.4251746814783
20,1,1,251.28173564724105
20,1,1,261.9459639782657
20,1,2,231.3050872198046
20,1,2,222.93134920340339
20,1,2,234.4853178605502
20,1,2,225.1750264048927
20,1,2,230.97181075241218
20,1,2,224.9596309103315
20,1,2,257.07739052998556
20,1,2,231.57086045477934
20,1,2,209.6764866771996
20,1,3,236.06013673966194
20,1,3,214.7289583211853
20,1,4,217.84817513264267
20,1,4,228.22061365023183
20,1,4,252.35440917488503
21,0,0,202.4025761740669
21,0,0,236.3468482897287
21,0,0,240.52340639084395
21,0,0,237.39886928871516
21,0,0,227.1374398805557
21,0,0,219.66951092603458
21,0,0,245.95038130688457
21,0,0,227.2182119728302
21,0,0,224.3255979571567
21,0,0,227.8951529664829
21,0,0,247.475733443267
21,0,0,225.92226148822976
21,0,0,240.35837107860672
21,0,0,237.1458780233831
21,0,0,237.4865562470001
21,0,0,239.6279461279081
21,0,0,220.43982678273852
21,0,0,218.59995059820136
21,0,0,221.60794276461075
21,0,0,216.8517407713855
21,0,1,230.1852858752405
21,0,1,208.01141805664568
21,0,1,239.179601133979
21,0,1,248.56116976652828
21,0,1,222.69770306074824
21,0,1,236.02740938589062
21,0,1,221.1450903515261
21,0,1,249.2925927179652
21,0,1,209.98128413650733
21,0,1,231.5674856419226
21,0,1,233.5211729292133
21,0,1,249.60876258864494
21,0,1,236.02740938589062
21,0,1,208.7250977529785
21,0,1,260.4798994098261
21,0,1,255.77020514660086
21,0,1,255.49567659795935
21,0,1,260.58358259086236
21,0,1,242.77574909202053
21,0,1,263.1245969736891
21,0,1,203.25166096970065
21,0,1,233.02353410786327
21,0,1,251.8283337432332
21,0,2,214.15237996145154
21,0,2,219.4038898173876
21,0,2,235.51383689431233
21,0,2,215.2338927165934
21,0,2,217.40816761534077
21,0,2,252.67466412770654
21,0,2,217.7467057443347
21,0,2,238.1909778109495
21,0,3,241.77315243713903
21,0,3,206.06854480273546
21,0,4,211.78704921933323
21,0,4,245.2006184690207
21,1,0,254.12259012706033
21,1,0,237.1393541806766
21,1,0,242.27382429944237
21,1,0,219.34069612001252
21,1,0,232.75213041559402
21,1,0,262.39990277930355
21,1,0,227.02997427798203
21,1,0,194.60249179912128
21,1,0,234.4851774655114
21,1,0,226.66120478890753
21,1,0,231.37638609060747
21,1,0,201.35567189039267
21,1,0,215.26543359561197
21,1,0,216.07883638378757
21,1,0,226.16522328899774
21,1,0,176.7449966722922
21,1,0,205.7102827547277
21,1,0,244.9962662044346
21,1,0,225.22024118432984
21,1,0,220.81819677714026
21,1,0,236.62948449509582
21,1,0,249.51559928598965
21,1,0,235.85889275402633
21,1,0,235.92371072048843
21,1,0,220.21356991448994
21,1,0,255.04730995879976
21,1,0,232.31784585400413
21,1,0,254.2283380860486
21,1,0,244.03737581788764
21,1,0,215.04239959131962
21,1,1,245.73074910169663
21,1,1,228.03207578850402
21,1,1,237.0800911574744
21,1,1,246.61918258841146
21,1,1,210.67821455018162
21,1,1,230.38414072136243
21,1,1,243.73186936101308
21,1,1,248.22457517876617
21,1,1,240.11034102288536
21,1,1,225.6485894688458
21,1,1,236.81927603943976
21,1,1,245.52690380543146
21,1,1,222.56596571244373
21,1,1,228.9384940258695
21,1,1,240.15259022618653
21,1,1,232.83336388662963
21,1,1,234.17241194254458
21,1,1,195.08790433468073
21,1,1,218.03183657404827
21,1,1,213.9639717553403
21,1,1,231.25386741025332
21,1,1,205.62654628681946
21,1,1,221.30592022784447
21,1,1,236.31848249389208
21,1,1,239.72471258499397
21,1,1,241.32112995878273
21,1,1,205.20391015830654
21,1,1,219.1070351451241
21,1,1,261.1094884041428
21,1,1,239.47714719123132
21,1,1,261.8390079667543
21,1,1,237.1752092084683
21,1,1,252.94444222675662
21,1,1,236.39575713563136
21,1,1,244.64723472087604
21,1,1,254.79875768372767
21,1,1,236.98999762489507
21,1,1,212.89153481332477
21,1,1,257.08187625165823
21,1,1,236.37156314879476
21,1,1,239.93764416385318
21,1,1,232.75213041559402
21,1,1,238.6954825898097
21,1,1,228.8876174428147
21,1,1,233.09985416983895
21,1,1,220.13322799633752
21,1,1,243.24790769286622
21,1,1,235.43209198849138
21,1,1,222.69622936806314
21,1,2,200.5013741853511
21,1,2,224.9049038430662
21,1,2,202.46497293435095
21,1,2,226.42242456568138
21,1,2,233.3397395653511
21,1,2,232.90039218475755
21,1,2,222.74725019474238
21,1,2,235.39560031449352
21,1,2,239.23696062484416
21,1,2,214.46123718720384
21,1,2,229.92848385504954
21,1,2,223.61814611391964
21,1,2,236.97625008417828
21,1,2,225.69348789659864
21,1,2,224.83064898489283
21,1,2,204.5845282172468
21,1,2,211.1081916057517
21,1,2,220.0286578877368
21,1,2,223.4563329231375
21,1,2,234.71628921243192
21,1,2,201.0337161772061
21,1,2,214.29555934764738
21,1,2,218.1429374435882
21,1,2,212.58264240789987
21,1,2,198.56658598253375
21,1,2,233.7090466064279
21,1,2,203.81270664356344
21,1,2,241.27944224915166
21,1,2,245.83000060572598
21,1,3,224.36941786496482
21,1,3,215.02877494574335
21,1,3,240.16402356730464
21,1,3,183.75608800858583
21,1,3,229.94917735336205
21,1,3,240.41865423592793
21,1,3,242.53839301681842
21,1,4,224.73593530167716
21,1,4,242.4011382496995
21,1,4,212.36555898440008
22,0,0,215.6887832854134
22,0,0,235.9949260946483
22,0,0,236.85605601887204
22,0,0,221.58202190462814
22,0,0,232.07491191288054
22,0,0,244.40751676707134
22,0,0,248.0919018986942
22,0,0,232.12134393710073
22,0,0,226.48653559375185
22,0,0,230.79481775148835
22,0,0,240.3183268293341
22,0,0,218.37159877943287
22,0,0,225.73438716692073
22,0,0,218.91311083192602
22,0,0,224.63581340537178
22,0,0,241.30035576381272
22,0,0,225.3278210942773
22,0,0,250.12600199838835
22,0,0,238.78588918207197
22,0,0,234.20770164631756
22,0,0,234.85004181400404
22,0,0,235.58097135717236
22,0,0,242.59208342636109
22,0,1,242.27057496497065
22,0,1,241.67509957077118
22,0,1,219.89628602868476
22,0,1,230.5581043545153
22,0,1,219.60121767237146
22,0,1,227.6415895232945
22,0,1,230.03155467414032
22,0,1,248.4773245458059
22,0,1,235.2315220557719
22,0,1,196.82133321235398
22,0,1,218.7484780141948
22,0,1,223.324597411858
22,0,1,234.46943370146113
22,0,1,224.4180612844052
22,0,1,229.3344684715165
22,0,1,231.47503608685818
22,0,1,213.16321240425896
22,0,1,232.51016916926096
22,0,1,243.28538450684965
22,0,1,217.0873853483162
22,0,1,210.38042799525576
22,0,1,218.9925876280176
22,0,1,220.8542184452411
22,0,1,227.80591827768487
22,0,1,228.4558715809157
22,0,1,231.55630612530172
22,0,1,219.62783182167271
22,0,1,231.59797194581077
22,0,1,211.9422450434644
22,0,2,208.80109310521442
22,0,2,218.7194683908886
22,0,2,223.64267348284343
22,0,2,220.60704162992414
22,0,2,230.87635125050784
22,0,2,187.78496986702783
22,0,2,211.61219083274563
22,0,2,230.5426608798291
22,0,2,237.74676595872089
22,0,2,238.96092561827913
22,0,2,224.8785456352544
22,0,2,228.64536958894718
22,0,2,233.7884170185424
22,0,3,253.7360883062618
22,0,3,262.4109276968078
22,0,3,238.89256621168727
22,0,3,266.8692066934617
22,0,4,232.7703895242289
22,1,0,219.44219880012693
22,1,0,224.29333348647998
22,1,0,235.8052301648644
22,1,0,200.3174811133976
22,1,0,225.3301443736304
22,1,0,222.02968839249652
22,1,0,235.4066371461352
22,1,0,218.0184328173489
22,1,0,226.44810784720443
22,1,0,254.24193647176895
22,1,0,237.2586344551922
22,1,0,239.88377699486026
22,1,0,272.533298602901
22,1,0,219.94329755682014
22,1,0,228.1667327927039
22,1,0,241.77917832068303
22,1,0,214.67246469164058
22,1,0,241.53961633783314
22,1,0,223.62108670749092
22,1,0,250.1137602186845
22,1,0,240.2569350596006
22,1,0,217.4682932620436
22,1,0,213.07497637017116
22,1,0,251.23370815400517
22,1,0,231.37239336284847
22,1,0,216.57412317530049
22,1,0,236.47770438340373
22,1,0,239.03784575377983
22,1,0,217.43945267413275
22,1,0,231.69962261664884
22,1,1,199.89118925043812
22,1,1,230.14878077005042
22,1,1,253.58855461075336
22,1,1,222.84436679667192
22,1,1,250.4048582148103
22,1,1,238.46291087460915
22,1,1,222.44954626409316
22,1,1,229.406336943936
22,1,1,245.2133783588245
22,1,1,234.0318363679306
22,1,1,223.46501746029423
22,1,1,249.34050684058963
22,1,1,221.6069210303503
22,1,1,228.92199709541327
22,1,1,230.37364232872483
22,1,1,236.07826674453835
22,1,1,225.31466188587052
22,1,1,222.34672537940753
22,1,1,220.99798946370757
22,1,1,243.189803866011
22,1,1,231.9533017548191
22,1,1,261.55739357042506
22,1,1,233.82246090540391
22,1,1,225.74874990508064
22,1,1,241.1515522559729
22,1,1,244.3649940224976
22,1,1,211.03618757581785
22,1,1,221.11860731005333
22,1,1,270.2270769707773
22,1,1,232.7650507799901
22,1,1,239.0927270749351
22,1,1,207.77775012992822
22,1,1,268.32401952838245
22,1,1,254.22331124774632
22,1,1,257.8188588844423
22,1,1,218.07382406939254
22,1,1,267.47526767923773
22,1,1,240.37757582299258
22,1,1,214.41836754903608
22,1,1,246.66727862635105
22,1,1,223.13998798598138
22,1,1,217.55991580054615
22,1,1,233.6120249021998
22,1,1,241.54753522753634
22,1,2,243.6413468087882
22,1,2,220.94493837198317
22,1,2,210.18621541502418
22,1,2,212.98367357943988
22,1,2,209.6830370231005
22,1,2,259.3044400141274
22,1,2,259.375212358568
22,1,2,228.3758447294227
22,1,2,231.87679158667174
22,1,2,222.1497748854947
22,1,2,217.91315180281345
22,1,2,221.3864102211411
22,1,2,207.07816298262904
22,1,2,215.0811304834257
22,1,2,246.24965672713344
22,1,2,204.28888940708038
22,1,2,247.2535399001355
22,1,2,225.48337000021166
22,1,2,240.32241244424992
22,1,2,228.1851558851634
22,1,2,219.22293302359256
22,1,2,240.26125536935587
22,1,2,230.92738603560326
22,1,2,226.91288287223276
22,1,2,228.09017272865827
22,1,2,234.35205785586317
22,1,2,218.41448687673142
22,1,2,244.4784275781777
22,1,2,216.33332987487222
22,1,2,218.18189154246323
22,1,2,243.88365985013388
22,1,2,216.91307230899207
22,1,2,221.04704657873873
22,1,2,206.91014324776825
22,1,2,245.180594226813
22,1,2,228.39937849732513
22,1,2,214.25414753452907
22,1,2,233.64105746123641
22,1,2,236.4780370243591
22,1,2,243.04854033141447
22,1,2,228.97743326439658
22,1,3,239.36979097891071
22,1,3,247.67952819095618
22,1,3,218.3043615709757
22,1,3,226.55147734508188
22,1,3,223.8613456746202
22,1,3,227.32477122403412
22,1,4,227.85592011580457
22,1,4,212.91449732472208
22,1,4,229.71696299715856
22,1,4,231.70258350717194
22,1,4,246.58579786869439
22,1,4,228.11386295817329
22,1,4,257.0593464512559
22,1,4,218.5188730189277
22,1,4,237.70078838828923
22,1,4,243.92627941139406
23,0,0,236.92798619904357
23,0,0,266.85635566417517
23,0,0,264.21493885262817
23,0,0,214.34384088527315
23,0,0,244.00776877490725
23,0,0,242.53377909966628
23,0,0,227.74016798153224
23,0,0,235.93129312143236
23,0,0,229.07143977762397
23,0,0,227.611228940612
23,0,0,220.77587668465674
23,0,0,225.69210157097297
23,0,0,247.29998373241665
23,0,0,219.59458106739976
23,0,0,251.01015289519864
23,0,0,227.23595499739764
23,0,0,236.2110272171983
23,0,0,246.444965105198
23,0,0,222.33741945597092
23,0,0,237.21504445941076
23,0,0,206.53948933462362
23,0,0,239.74853235527118
23,0,0,251.29634667433442
23,0,0,231.6878907127165
23,0,0,244.9518908083505
23,0,0,220.76918654261777
23,0,0,225.86014734643436
23,0,0,249.65242661460002
23,0,0,214.60538767508842
23,0,0,256.2062477814703
23,0,0,230.69634077155598
23,0,0,216.20446153764615
23,0,1,249.29053864801847
23,0,1,223.87207769646471
23,0,1,230.85398423833266
23,0,1,223.52841200101204
23,0,1,252.47220669148797
23,0,1,234.7133429178982
23,0,1,203.69513939030497
23,0,1,229.4647894240216
23,0,1,249.88695469521403
23,0,1,234.05284708641457
23,0,1,239.12681806441913
23,0,1,217.34689185948193
23,0,1,223.95288485340942
23,0,1,191.4760981864543
23,0,1,243.3379365139845
23,0,1,233.81887076089782
23,0,1,251.63135009252608
23,0,1,238.98437270281778
23,0,1,224.4515825620818
23,0,1,250.13488079512732
23,0,1,248.82568425262718
23,0,1,222.51763575266412
23,0,1,223.2108501953853
23,0,1,229.73383372478156
23,0,1,224.98689275031603
23,0,1,218.16055408181535
23,0,1,200.9071906846356
23,0,1,226.57220322576114
23,0,2,221.08494301562652
23,0,2,220.36010471637414
23,0,2,227.2818225240354
23,0,2,195.57288434164764
23,0,2,212.64702868594176
23,0,2,211.31775991549696
23,0,2,232.4180314616903
23,0,2,242.45024876779246
23,0,2,193.64571470055583
23,0,2,238.50538882733517
23,0,2,233.71492647587377
23,0,2,221.16666122942485
23,0,2,225.3781944083771
23,0,2,232.8713704014212
23,0,2,249.49736138257552
23,0,2,215.34085318470704
23,0,2,234.85396970887592
23,0,2,269.64011317851265
23,0,2,236.5245459415545
23,0,3,222.91318895021197
23,0,3,236.5139919069165
23,0,3,249.49926227815405
23,0,3,217.6325591731803
23,0,4,249.12280704243204
23,0,4,246.94338152964067
23,0,4,234.94026239371766
23,0,4,232.81651078298637
23,0,4,203.41632433996068
23,0,4,255.6880806950501
23,0,4,224.88369716329711
23,0,4,251.32401525196718
23,0,4,236.10222441233105
23,1,0,247.91546326708047
23,1,0,222.5266609143746
23,1,0,212.21025581449425
23,1,0,218.17996412895138
23,1,0,220.59093625371105
23,1,0,229.89921605201008
23,1,0,182.30126770322792
23,1,0,223.30106241586884
23,1,0,212.08551213325785
23,1,0,239.8344643564951
23,1,0,215.89416621020743
23,1,0,238.82716294207597
23,1,0,211.39726291062408
23,1,0,227.37650154605637
23,1,0,240.96348015674482
23,1,0,239.2839756502251
23,1,0,242.16991657590327
23,1,0,192.99779575045017
23,1,0,244.33420075703884
23,1,0,234.15578995422325
23,1,0,220.932704625735
23,1,0,235.77050123968536
23,1,0,221.3307802555491
23,1,0,225.26229947633948
23,1,0,222.57002672575388
23,1,0,243.05741779587174
23,1,0,215.2730556863021
23,1,0,235.7103779261294
23,1,0,242.874620653811
23,1,0,209.24119406234638
23,1,0,231.57405839402827
23,1,0,238.05240393291942
23,1,0,238.00039094081683
23,1,0,250.79280333901795
23,1,0,226.11057859004498
23,1,0,230.123737116645
23,1,0,232.95095648325122
23,1,0,247.35498130837357
23,1,0,209.7729367072369
23,1,0,227.7077976183207
23,1,0,225.91787184309123
23,1,0,217.23778952221843
23,1,0,236.62768779608254
23,1,0,218.83292058938167
23,1,0,248.5344145174348
23,1,0,243.07659987722943
23,1,0,205.63373567406893
23,1,0,174.1566369431948
23,1,0,250.77042039489126
23,1,0,255.01038159358612
23,1,0,210.75267446013046
23,1,0,227.06373254056484
23,1,0,244.33411185177755
23,1,0,195.13607855738735
23,1,1,243.11598880700825
23,1,1,278.810629497582
23,1,1,192.54201885817213
23,1,1,234.00823896785226
23,1,1,233.64663320807472
23,1,1,225.22507174546018
23,1,1,214.03954508993039
23,1,1,260.62436642495123
23,1,1,227.67567890199643
23,1,1,225.67719350982912
23,1,1,233.97931214118762
23,1,1,219.9798234151699
23,1,1,228.56655262786205
23,1,1,241.34021164533823
23,1,1,241.35301386951062
23,1,1,248.06536074106305
23,1,1,231.58860111475934
23,1,1,268.02616064448375
23,1,1,239.77620390167576
23,1,1,225.85142037891166
23,1,1,218.47126069810292
23,1,1,242.86083578007168
23,1,1,247.03890860062018
23,1,1,249.753881370734
23,1,1,218.99394075639182
23,1,1,215.86891805474355
23,1,1,210.07753705965524
23,1,1,234.2119432564856
23,1,1,234.2662374456786
23,1,2,237.7554737342621
23,1,2,225.97153991277028
23,1,2,229.867318180878
23,1,2,250.0017550732828
23,1,2,223.3127593264579
23,1,2,235.91361315469544
23,1,2,225.63363105904924
23,1,2,216.84635067404116
23,1,2,219.60937217395866
23,1,2,227.66541788347487
23,1,2,247.14703570829528
23,1,2,246.45887390465987
23,1,2,252.9332367457941
23,1,2,233.95519140585876
23,1,2,233.1249340570724
